Param,ParamGroup,USGSPCode,CAS_Reg
dibromochloromethane,"Organics, other",,124-48-1
Dibromomethane,"Organics, other",,74-95-3
dibromomethane,"Organics, other",,74-95-3
Dibutyl phthalate,"Organics, other",,84-74-2
Dicamba,"Organics, pesticide",,1918-00-9
dicamba,"Organics, pesticide",,1918-00-9
Dichlobenil,"Organics, pesticide",49303,1194-65-6
Dichloroacetic acid,"Organics, other",,79-43-6
dichloroacetic acid,"Organics, other",,79-43-6
"dichlorobenzenes, total","Organics, other",,
Dichlorobiphenyl,"Organics, other",,
Dichlorobromomethane,"Organics, other",,75-27-4
dichlorodifluoromethane,"Organics, other",,75-71-8
Dichloroethylene,"Organics, other",,
dichloromethane,"Organics, other",,75-09-2
Dichlorprop,"Organics, pesticide",,120-36-5
Dichlorvos,"Organics, pesticide",,62-73-7
Diclofenac,,,
Dicrotophos,"Organics, pesticide",38454,141-66-2
Dieldrin,"Organics, pesticide",,60-57-1
dieldrin,"Organics, pesticide",,60-57-1
Diesel fuel,"Organics, other",,
Diesel range organics,"Organics, other",,
Diethyl phthalate,"Organics, other",,84-66-2
Diltiazem hydrochloride,,,
Dimerin,,,
Dimethachlor,"Organics, pesticide",,
Dimethachlor ESA,"Organics, pesticide",,
Dimethenamid,"Organics, pesticide",,87674-68-8
Dimethenamid ESA,"Organics, pesticide",,
Dimethenamid OA,"Organics, pesticide",,
Dimethoate,"Organics, pesticide",82662,60-51-5
Dimethyl phthalate,"Organics, other",,131-11-3
Dinitro-o-cresol,,,
Di-n-octyl phthalate,"Organics, other",,117-84-0
Dinoseb,"Organics, pesticide",,88-85-7
dinoseb,"Organics, pesticide",,88-85-7
Diphenamid,"Organics, pesticide",4033,957-51-7
Diphenhydramine-D3,,,
diquat,"Organics, pesticide",,2764-72-9
Diquat dibromide,,,
Dissolved oxygen (DO),"Inorganics, Major, Non-metals",,7782-44-7
Dissolved oxygen saturation,"Inorganics, Major, Non-metals",,7782-44-7
Disulfoton,"Organics, pesticide",,298-04-4
Disulfoton sulfone,"Organics, pesticide",,6/5/2497
Diuron,"Organics, pesticide",,330-54-1
Diuron Metabolite,"Organics, pesticide",,
DL-Amphetamine-D5,,,
Dotriacontane,,,
Doxepin,,,
Dysprosium,"Inorganics, Minor, Metals",,7429-91-6
e. coli,Microbiological,,
Ecgonine methyl ester hydrochloride,,,
Ecgonine Methyl Ester-D3,,,
"Elevation, water surface, MSL",Physical,,
Endosulfan,"Organics, pesticide",,
Endosulfan sulfate,"Organics, pesticide",,1031-07-8
endothall,"Organics, pesticide",,145-73-3
Endrin,"Organics, pesticide",,72-20-8
endrin,"Organics, pesticide",,72-20-8
Endrin aldehyde,"Organics, pesticide",,7421-93-4
Endrin ketone,"Organics, pesticide",,53494-70-5
Enterococcus,Microbiological,,
Equilenin,,,
Equilin,,,
Erbium,"Inorganics, Minor, Metals",,7440-52-0
Erythromycin,"Organics, other",,114-07-8
Escherichia,Microbiological,,
Escherichia coli,Microbiological,,68583-22-2
Esfenvalerate,"Organics, pesticide",49298,66230-04-4
"Estra-1,3,5,7,9-pentaen-17-one, 3-hydroxy-","Organics, other",62074,517-09-9
Estradiol,"Organics, other",,50-28-2
Estrone,"Organics, other",,53-16-7
Ethalfluralin,"Organics, pesticide",,55283-68-6
"Ethanamine, 2-(diphenylmethoxy)-N,N-dimethyl-","Organics, other",,58-73-1
Ethane,"Organics, other",,74-84-0
"Ethanimidothioic acid, N-hydroxy-, methyl ester","Organics, pesticide",61696,13749-94-5
"Ethanol, 2-(4-nonylphenoxy)-","Organics, other",61704,104-35-8
"Ethanone, 1-(2,3-dihydro-1,1,2,3,3,6-hexamethyl-1H-inden-5-yl)-","Organics, other",,
"Ethanone, 1-[6-(1,1-dimethylethyl)-2,3-dihydro-1,1-dimethyl-1H-inden-4-yl]-","Organics, other",,
"Ethene, 1,2-dibromo-","Organics, pesticide",39082,540-49-8
Ethinyl estradiol,"Organics, other",,57-63-6
Ethion,"Organics, pesticide",,563-12-2
Ethion monooxon,"Organics, pesticide",61644,17356-42-2
Ethoprop,"Organics, pesticide",,13194-48-4
Ethyl ether,"Organics, other",,60-29-7
Ethyl methacrylate,"Organics, other",,97-63-2
Ethyl tert-butyl ether,"Organics, other",50004,637-92-3
Ethylan,"Organics, pesticide",39034,72-56-0
Ethylbenzene,"Organics, other",,100-41-4
ethylbenzene,"Organics, other",,100-41-4
Ethylene,"Organics, other",,74-85-1
Ethylene dibromide,"Organics, pesticide",,106-93-4
Ethylene glycol,"Organics, other",,107-21-1
Europium,"Inorganics, Minor, Metals",,7440-53-1
Europium-152,Radiochemical,,14683-23-9
Europium-154,Radiochemical,,
Evaporation,Physical,50,
Extended diesel range organics C10-C36,"Organics, other",63746,
Famotidine,,,
Fecal Coliform,Microbiological,,
Fecal coliforms,Microbiological,31616,
Fecal Streptococcus,Microbiological,31673,
Fecal Streptococcus Group Bacteria,Microbiological,,
Fenamiphos,"Organics, pesticide",61591,22224-92-6
Fenbendazole,,,
Fenuron,"Organics, pesticide",49297,101-42-8
Fipronil,"Organics, pesticide",,120068-37-3
"Floating debris, severity",Physical,1345,
Flow,Physical,,
"Flow rate, instantaneous",Physical,59,
Flufenacet,"Organics, pesticide",62481,142459-58-3
Flumetsulam,"Organics, pesticide",61694,98967-40-9
Flunitrazepam,,,
Fluometuron,"Organics, pesticide",38811,2164-17-2
Fluoranthene,"Organics, other",,206-44-0
"Fluoranthene-1,2,3,4,5,6,7,8,9,10-d10","Organics, other",,
Fluorene,"Organics, other",,86-73-7
Fluoride,"Inorganics, Major, Non-metals",,16984-48-8
fluoride,"Inorganics, Major, Non-metals",91002,16984-48-8
fluorine,"Inorganics, Major, Non-metals",,7782-41-4
Fluoxetine hydrochloride,,,
Fluoxetine-D6,,,
Flurazepam,,,
foaming agents (surfactants),,,
Fonofos,"Organics, pesticide",,944-22-9
Furosemide,,,
Gadolinium,"Inorganics, Minor, Metals",,7440-54-2
Gage height,Physical,30207,
Gallium,"Inorganics, Minor, Metals",,7440-55-3
gamma-chlordane,"Organics, pesticide",,5566-34-7
Gas bubble severity,Physical,1310,
Gasoline,"Organics, other",,
Gasoline range organics,"Organics, other",,
Gemfibrozil,"Organics, other",,25812-30-0
Gemfibrozil-D6,"Organics, other",,25812-30-0
General observation (text),,,
Germanium,"Inorganics, Minor, Non-metals",,7440-56-4
Glipizide,,,
Glyphosate,"Organics, pesticide",,1071-83-6
Gold,"Inorganics, Minor, Metals",,7440-57-5
Grab sample,,,
Grab sample  (dip),,,
Gran acid neutralizing capacity,"Inorganics, Major, Non-metals",,
gross alpha particle activity,Radiochemical,,
"Gross alpha radioactivity, (Americium-241 ref std)",Radiochemical,,
"Gross alpha radioactivity, (nat-Uranium ref std)",Radiochemical,,
"Gross alpha radioactivity, (Thorium-230 ref std)",Radiochemical,,
"gross alpha, excl. radon & u",Radiochemical,,
gross beta particle activity,Radiochemical,,
"Gross beta radioactivity, (Cesium-137 ref std)",Radiochemical,,
"Gross beta radioactivity, (Strontium-Yttrium-90 ref std)",Radiochemical,,
Hafnium,"Inorganics, Minor, Metals",,7440-58-6
Halogenated organics,"Organics, other",,
Halon 1011,"Organics, other",,74-97-5
"Hardness, Ca, Mg",Physical,,
"Hardness, Ca, Mg as CaCO3",Physical,,
"Hardness, carbonate",Physical,,
"hardness, carbonate",Physical,,
"Hardness, carbonate as CaCO3",Physical,,
"Hardness, magnesium",Physical,,
"Hardness, non-carbonate",Physical,,
"hardness, total (as caco3)",Physical,,
HCFC-21,"Organics, other",,75-43-4
"Height, gage",Physical,65,
Helium,"Inorganics, Minor, Non-metals",,7440-59-7
Heptachlor,"Organics, pesticide",,76-44-8
heptachlor,"Organics, pesticide",,76-44-8
Heptachlor epoxide,"Organics, pesticide",,1024-57-3
heptachlor epoxide,"Organics, pesticide",,1024-57-3
Heptachlorobiphenyl,,,
Heterotrophic bacteria,Microbiological,,
Hexachlorobenzene,"Organics, pesticide",,118-74-1
hexachlorobenzene,"Organics, pesticide",,118-74-1
Hexachlorobiphenyl,,,
Hexachlorobutadiene,"Organics, other",,87-68-3
hexachlorobutadiene,"Organics, other",,87-68-3
Hexachlorocyclohexane,,,
Hexachlorocyclopentadiene,"Organics, other",,77-47-4
hexachlorocyclopentadiene,"Organics, other",,77-47-4
Hexachloroethane,"Organics, other",,67-72-1
Hexane,"Organics, other",,110-54-3
Hexazinone,"Organics, pesticide",,51235-04-2
Holmium,"Inorganics, Minor, Metals",,7440-60-0
Hydrocarbons,"Organics, other",,
"Hydrocarbons, petroleum","Organics, other",,
"Hydrocarbons, volatile","Organics, other",,
Hydrocodone bitartrate,"Organics, other",,
Hydrocodone-D6,"Organics, other",,
Hydrogen,"Inorganics, Major, Non-metals",,1333-74-0
Hydrogen ion,"Inorganics, Major, Non-metals",191,12408-02-5
Hydrogen sulfide,"Inorganics, Major, Non-metals",,6/4/7783
Hydromorphone hydrochloride,,,
Hydroxide,"Inorganics, Major, Non-metals",,14280-30-9
hydroxide as calcium carbonate,"Inorganics, Major, Non-metals",,
Ibuprofen-13C3,,,
"Ice cover, floating or solid",Physical,1355,
Imazaquin,"Organics, pesticide",,81335-37-7
Imazethapyr,"Organics, pesticide",,81335-77-5
Imidacloprid,"Organics, pesticide",,138261-41-3
Imipramine,,,
"Indeno[1,2,3-cd]pyrene","Organics, other",,193-39-5
Indium,"Inorganics, Minor, Metals",,7440-74-6
Indole,"Organics, other",,120-72-9
Inorganic carbon,"Inorganics, Major, Non-metals",,
Inorganic nitrogen (nitrate and nitrite),Nutrient,,
Inorganic nitrogen (nitrate and nitrite) as N,Nutrient,,
"Instream features, est. stream width",Physical,4,
iodide,"Inorganics, Minor, Non-metals",,20461-54-5
Iodine,"Inorganics, Minor, Non-metals",,7553-56-2
Iodine-131,Radiochemical,,10043-66-0
Ionic strength,Physical,,
Iprodione,"Organics, pesticide",61593,36734-19-7
Iridium,"Inorganics, Minor, Metals",,7439-88-5
Iron,"Inorganics, Minor, Metals",,7439-89-6
iron,"Inorganics, Minor, Metals",99115,7439-89-6
"iron, dissolved","Inorganics, Minor, Metals",,7439-89-6
"Iron, ion (Fe2+)","Inorganics, Minor, Metals",1047,15438-31-0
"iron, ion (fe2+)","Inorganics, Minor, Metals",99114,15438-31-0
Iron-59,Radiochemical,7060,14596-12-4
Isoborneol,"Organics, other",,124-76-5
Isobutanol,"Organics, other",,78-83-1
Isodrin,"Organics, pesticide",,465-73-6
Isofenphos,"Organics, pesticide",61594,25311-71-1
Isophorone,"Organics, other",,78-59-1
Isopropanol,"Organics, other",,
Isopropyl ether,"Organics, other",81577,108-20-3
isopropylbenzene,,,
Isoquinoline,"Organics, other",,119-65-3
Kjeldahl nitrogen,Nutrient,,
Kjeldahl nitrogen as N,Nutrient,,
Krypton,"Inorganics, Minor, Non-metals",85565,7439-90-9
langelier index (ph(s)),,,
Langelier index (pH's),,,
Lanthanum,"Inorganics, Minor, Metals",,7439-91-0
lasso,"Organics, pesticide",,
Lead,"Inorganics, Minor, Metals",,7439-92-1
lead,"Inorganics, Minor, Metals",,7439-92-1
Lead-210,Radiochemical,,14255-04-0
Lead-212,Radiochemical,,15092-94-1
Lead-214,Radiochemical,,15067-28-4
Lederfen,,,
Levorphanol,,,
"Light attenuation, depth at 99%",Physical,,
"Light, transmissivity",,,
Lindane,"Organics, pesticide",,58-89-9
Linuron,"Organics, pesticide",,330-55-2
Lithium,"Inorganics, Minor, Metals",,7439-93-2
Lloyd - Zar - Karr Species Diversity Index,,,
Loratadine,,,
Lorazepam,,,
Lutetium,"Inorganics, Minor, Metals",,7439-94-3
Magnesium,"Inorganics, Major, Metals",,7439-95-4
magnesium,"Inorganics, Major, Metals",91052,7439-95-4
Malaoxon,"Organics, pesticide",61652,1634-78-2
Malathion,"Organics, pesticide",,121-75-5
Malathion-D10,"Organics, pesticide",,
Manganese,"Inorganics, Minor, Metals",,7439-96-5
manganese,"Inorganics, Minor, Metals",,7439-96-5
"manganese, dissolved","Inorganics, Minor, Metals",,7439-96-5
Manganese-54,Radiochemical,,13966-31-9
MBAS,,,
mbas - foaming agents (surfactants),,,
m-Chlorotoluene,"Organics, other",,108-41-8
MCPA,"Organics, pesticide",,94-74-6
MCPB,"Organics, pesticide",38487,94-81-5
m-Cresol,"Organics, other",,108-39-4
m-Cymene,,,
MDA,,,
MDEA,,,
m-Dichlorobenzene,"Organics, other",,541-73-1
m-dichlorobenzene,"Organics, other",,541-73-1
m-Dinitrobenzene,"Organics, other",,99-65-0
MDMA,,,
Mecoprop,"Organics, pesticide",,93-65-2
Medroxyprogesterone,,,
Megestrol acetate,,,
Meperidine,,,
Mephobarbital,,,
Meprobamate,,,
Mercury,"Inorganics, Minor, Metals",,7439-97-6
mercury,"Inorganics, Minor, Metals",,7439-97-6
Mestranol,"Organics, other",,72-33-3
meta & para Xylene mix,,,
Metalaxyl,"Organics, pesticide",,57837-19-1
Methacrylonitrile,"Organics, other",,126-98-7
Methamphetamine hydrochloride,,,
Methane,"Organics, other",,74-82-8
Methidathion,"Organics, pesticide",61598,950-37-8
Methiocarb,"Organics, pesticide",,2032-65-7
Methomyl,"Organics, pesticide",,16752-77-5
methomyl,"Organics, pesticide",,16752-77-5
Methoxychlor,"Organics, pesticide",,72-43-5
methoxychlor,"Organics, pesticide",,72-43-5
Methyl acetate,"Organics, other",,79-20-9
Methyl acrylate,"Organics, other",49991,96-33-3
Methyl bromide,"Organics, pesticide",,74-83-9
Methyl ethyl ketone,Toxicity,,78-93-3
Methyl iodide,"Organics, pesticide",,74-88-4
Methyl isobutyl ketone,"Organics, other",,108-10-1
Methyl methacrylate,"Organics, other",,80-62-6
Methyl paraoxon,"Organics, pesticide",61664,950-35-6
Methyl parathion,"Organics, pesticide",,298-00-0
Methyl salicylate,"Organics, other",,119-36-8
Methyl tert-butyl ether,"Organics, other",,1634-04-4
methyl tert-butyl ether,"Organics, other",,1634-04-4
Methylcyclohexane,"Organics, other",,108-87-2
Methylene chloride,"Organics, other",,75-09-2
Methylmercury(1+),"Organics, other",50284,22967-92-6
Methylparaben,,,
Metolachlor,"Organics, pesticide",,51218-45-2
metolachlor,"Organics, pesticide",,51218-45-2
Metolachlor ESA,"Organics, pesticide",,
Metolachlor OA,"Organics, pesticide",,
Metoprolol,,,
Metribuzin,"Organics, pesticide",,21087-64-9
metribuzin,"Organics, pesticide",,21087-64-9
Metsulfuron-methyl,"Organics, pesticide",61697,74223-64-6
m-Hydroxybenzoylecgonine,,,
Mirex,"Organics, pesticide",,2385-85-5
m-Nitroaniline,"Organics, other",,99-09-2
Moisture content,Physical,495,
Molinate,"Organics, pesticide",,2212-67-1
Molybdenum,"Inorganics, Minor, Metals",,7439-98-7
"molybdenum, total","Inorganics, Minor, Metals",,7439-98-7
Monensin,,,
monobromoacetic acid,"Organics, other",,79-08-3
monochloroacetic acid,"Organics, other",,79-11-8
Monocrotophos,"Organics, pesticide",82186,6923-22-4
Monuron,"Organics, pesticide",,150-68-5
"Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, (5.alpha.,6.alpha.)-","Organics, other",62003,76-57-3
"Morphinan-6-one, 4,5-epoxy-14-hydroxy-3-methoxy-17-methyl-, (5.alpha.)-","Organics, other",,
Morphine,"Organics, other",,
"Morpholine, 3-methyl-2-phenyl-","Organics, other",,
Musk ketone,"Organics, other",,
m-Xylene,"Organics, other",,108-38-3
m-xylene,"Organics, other",,108-38-3
Myclobutanil,"Organics, pesticide",61599,88671-89-0
"N,N-Diethyl-m-toluamide","Organics, pesticide",,134-62-3
Naphthalene,"Organics, other",,91-20-3
naphthalene,"Organics, other",,91-20-3
Napropamide,"Organics, pesticide",,15299-99-7
Naproxen,,,
NARSTEST~Enterococci Samp,Microbiological,,
n-Butylbenzene,"Organics, other",,104-51-8
n-butylbenzene,"Organics, other",,104-51-8
Neburon,"Organics, pesticide",,555-37-3
Neodymium,"Inorganics, Minor, Metals",,7440-00-8
Neon,"Inorganics, Minor, Non-metals",61046,1/9/7440
Nickel,"Inorganics, Minor, Metals",,7440-02-0
nickel,"Inorganics, Minor, Metals",,7440-02-0
Nicosulfuron,"Organics, pesticide",50364,111991-09-4
Nifedipine,,,
Niobium,"Inorganics, Minor, Metals",,3/1/7440
Nitrate,Nutrient,,14797-55-8
nitrate,Nutrient,,14797-55-8
Nitrate and nitrite as NO3,Nutrient,,
Nitrate as N,Nutrient,,
Nitrate as NO3,Nutrient,,
nitrate-nitrite,Nutrient,,
Nitrate-Nitrogen,Nutrient,,
Nitrazepam,,,
Nitrite,Nutrient,,14797-65-0
nitrite,Nutrient,,14797-65-0
Nitrite as N,Nutrient,,
Nitrite as NO2,Nutrient,,
Nitrobenzene,"Organics, other",,98-95-3
nitrogen,Nutrient,,7727-37-9
Nitrogen,Nutrient,597,7727-37-9
Nitrogen as N,Nutrient,,
Nitrogen ion,Nutrient,,
"Nitrogen, ammonium/ammonia ratio",Nutrient,,7727-37-9
"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Nutrient,,
Nitrogen-15/14 ratio,Stable Isotopes,82084,
nitrogen-ammonia as (n),Nutrient,,
N-Nitrosodimethylamine,"Organics, other",,62-75-9
N-Nitrosodi-n-propylamine,"Organics, other",,621-64-7
n-nitrosodi-n-propylamine,"Organics, other",,621-64-7
N-Nitrosodiphenylamine,"Organics, other",,86-30-6
Nonylphenol,,,
Nordoxepin,,,
Norethisterone,"Organics, other",,68-22-4
Norethynodrel,,,
Norfluoxetine oxalate,"Organics, other",,
Norfluoxetine-D6,"Organics, other",,83891-03-6
Norflurazon,"Organics, pesticide",49293,27314-13-2
Nortriptyline,,,
Norverapamil hydrochloride,,,
Not Detected,,,
Not Reported,,,
N-Phenyl-N-(4-piperidinyl)propanamide,,,
n-Propylbenzene,"Organics, other",,103-65-1
n-propylbenzene,"Organics, other",,103-65-1
Nutrient-nitrogen,Nutrient,,
"o,p'-DDD","Organics, pesticide",49325,53-19-0
"o,p'-DDE","Organics, pesticide",49327,3424-82-6
"o,p'-DDT","Organics, pesticide",49329,789-02-6
o-Chlorophenol,"Organics, other",,95-57-8
o-Chlorotoluene,"Organics, other",,95-49-8
o-chlorotoluene,"Organics, other",,95-49-8
o-Cresol,"Organics, pesticide",,95-48-7
Octachlorobiphenyl,,,
o-Dichlorobenzene,"Organics, other",,95-50-1
o-dichlorobenzene,"Organics, other",,95-50-1
O-Dinitrobenzene,,,
odor,,,
Odor threshold number,Physical,,
"Odor, atmospheric",Physical,1330,
o-Ethyltoluene,"Organics, other",77220,611-14-3
Oil and grease,"Organics, other",,
Oil and grease -- CWA 304B,"Organics, other",550,
Oil Range Organics,"Organics, other",,
Omeprazole,,,
o-Nitroaniline,"Organics, other",,88-74-4
o-Nitrophenol,"Organics, other",,88-75-5
Organic anions,,,
Organic carbon,"Organics, other",,
Organic Nitrogen,Nutrient,,
Organic nitrogen,Nutrient,605,
Organic phosphorus,Nutrient,670,
"Organics mix, unspecified",,,
ortho & para Xylene mix,,,
Orthophosphate,Nutrient,,
orthophosphate,Nutrient,,
Orthophosphate as P,Nutrient,,
Orthophosphate as PO4,Nutrient,,
Oryzalin,"Organics, pesticide",,19044-88-3
Osmium,"Inorganics, Minor, Metals",,4/2/7440
Oxamyl,"Organics, pesticide",,23135-22-0
oxamyl,"Organics, pesticide",,23135-22-0
Oxidation reduction potential (ORP),Physical,,
Oxidized Nifedipine,,,
Oxychlordane,"Organics, pesticide",49318,27304-13-8
Oxyfluorfen,"Organics, pesticide",61600,42874-03-3
Oxygen,"Inorganics, Major, Non-metals",300,7782-44-7
Oxygen-18/Oxygen-16 ratio,Stable Isotopes,,14797-71-8
o-Xylene,"Organics, other",,95-47-6
Oxymorphone,,,
"p-(1,1,3,3-Tetramethylbutyl)phenol","Organics, other",,140-66-9
"p,p'-DDD","Organics, pesticide",,72-54-8
"p,p'-DDE","Organics, pesticide",,72-55-9
"p,p'-DDT","Organics, pesticide",,50-29-3
Palladium,"Inorganics, Minor, Metals",,5/3/7440
Paraoxon,"Organics, pesticide",,311-45-5
Paraquat,"Organics, pesticide",,4685-14-7
Parathion,"Organics, pesticide",,56-38-2
Paroxetine,,,
Partial pressure of dissolved gases,Physical,,
Particle size,Sediment,70331,
"Particle size, Sieve No. 230, 250 mesh, (0.063mm)",Sediment,,
p-Bromophenyl phenyl ether,"Organics, other",,101-55-3
p-Chloroaniline,"Organics, pesticide",,106-47-8
p-Chloro-m-cresol,"Organics, pesticide",,59-50-7
p-Chlorophenyl phenyl ether,"Organics, other",,7005-72-3
p-Chlorotoluene,"Organics, other",,106-43-4
p-chlorotoluene,"Organics, other",,106-43-4
p-Cresol,"Organics, pesticide",,106-44-5
p-Cumylphenol,,,
p-Cymene,"Organics, other",,99-87-6
p-Dichlorobenzene,Toxicity,,106-46-7
p-dichlorobenzene,Toxicity,,106-46-7
p-Dinitrobenzene,,,
Pebulate,"Organics, pesticide",,1114-71-2
Pendimethalin,"Organics, pesticide",,40487-42-1
Pentachlorobiphenyl,,,
Pentachloroethane,"Organics, other",,76-01-7
Pentachloronitrobenzene,"Organics, pesticide",49446,82-68-8
Pentachlorophenol,"Organics, pesticide",,87-86-5
pentachlorophenol,"Organics, pesticide",,87-86-5
Pentachlorophenol-13C6,,,
Pentazocine,,,
Perchlorate,"Inorganics, Minor, Non-metals",,14797-73-0
Permethrin,"Organics, pesticide",,52645-53-1
Petroleum phenols,,,
pH,Physical,,
ph,Physical,,
"pH, lab",Physical,403,
Phenanthrene,"Organics, other",,85-01-8
Phenanthrene-d10,"Organics, other",,
Phenanthridine,"Organics, other",49393,229-87-8
Phendimetrazine,"Organics, other",,
Phenobarbital,"Organics, other",,
Phenobarbital-D5,"Organics, other",,
Phenol,"Organics, other",,108-95-2
"Phenol, 2-(1,1-dimethylethyl)-4-methoxy-","Organics, other",61702,121-00-6
"Phenol, 4-(1-methyl-1-phenylethyl)-","Organics, other",62060,599-64-4
Phenol-D6,,,
Phenols and phenolic compounds,"Organics, other",32730,
Phenytoin,,,
Pheophytin a,Biological,,603-17-8
Phorate,"Organics, pesticide",,298-02-2
Phosmet,"Organics, pesticide",61601,732-11-6
Phosmetoxon,"Organics, pesticide",61668,3735-33-9
Phosphate,Nutrient,,14265-44-2
"phosphate, total",Nutrient,,14265-44-2
Phosphate-phosphorus,Nutrient,,
Phosphate-phosphorus as P,Nutrient,,
Phosphate-phosphorus as PO4,Nutrient,,
"Phosphoric acid, diethyl 6-methyl-2-(1-methylethyl)-4-pyrimidinyl ester","Organics, pesticide",61638,962-58-3
Phosphorus,Nutrient,,7723-14-0
Phosphorus as P,Nutrient,,
Phytoplankton,Biological,60050,
Picloram,"Organics, pesticide",,2/1/1918
picloram,"Organics, pesticide",,2/1/1918
Pindolol,,,
"Piperidine, 1-(1-phenylcyclohexyl)-, hydrochloride",,,
p-isopropyltoluene,,,
Platinum,"Inorganics, Minor, Metals",,6/4/7440
Plutonium-238,Radiochemical,22001,13981-16-3
Plutonium-239 and Plutonium-240 combined,Radiochemical,49940,
p-Nitroaniline,"Organics, other",,100-01-6
p-Nitrophenol,"Organics, pesticide",,100-02-7
p-Octylphenol,"Organics, other",,1806-26-4
Polychlorinated biphenyls,"Organics, PCBs",39516,1336-36-3
Polyphosphate,,,
potassium,"Inorganics, Major, Metals",,9/7/7440
Potassium,"Inorganics, Major, Metals",935,9/7/7440
Potassium bisulfate,,,
Potassium-40,Radiochemical,,13966-00-2
Praseodymium,"Inorganics, Minor, Metals",,7440-10-0
Prazepam,,,
Precipitation,Physical,45,
Prednisone,,,
"Pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-6-methyl-, (6.alpha.,11.beta.)-",,,
Progesterone,"Organics, other",,57-83-0
Prometon,"Organics, pesticide",,1610-18-0
Prometryn,"Organics, pesticide",,7287-19-6
Pronamide,"Organics, pesticide",,23950-58-5
Propachlor,"Organics, pesticide",,1918-16-7
propachlor,"Organics, pesticide",,1918-16-7
Propachlor ESA,"Organics, pesticide",,
Propachlor OA,"Organics, pesticide",,
Propane,"Organics, other",,74-98-6
Propanenitrile,"Organics, other",,107-12-0
Propanil,"Organics, pesticide",,709-98-8
Propargite,"Organics, pesticide",,2312-35-8
Propazine,"Organics, pesticide",,139-40-2
Propham,"Organics, pesticide",39052,122-42-9
Propiconazole,"Organics, pesticide",,60207-90-1
Propoxur,"Organics, pesticide",,114-26-1
Propoxyphene,,,
Propranol,,,
Propylene glycol allyl ether,,,
Protriptyline,,,
p-Xylene,"Organics, other",,106-42-3
p-xylene,"Organics, other",,106-42-3
Pyrene,"Organics, other",,129-00-0
Pyridine,"Organics, other",,110-86-1
Quinoline,"Organics, other",49392,91-22-5
Radium-224,Radiochemical,50833,13233-32-4
Radium-226,Radiochemical,,13982-63-3
radium-226,Radiochemical,,13982-63-3
Radium-226/228,Radiochemical,,
Radium-228,Radiochemical,,15262-20-1
radium-228,Radiochemical,,15262-20-1
radon,Radiochemical,,
Radon-222,Radiochemical,,14859-67-7
Ranitidine,"Organics, other",,66357-35-5
RBP Stream Depth - Run,Physical,,
RBP Stream Velocity,Physical,,
"RBP2, Instream features, sampling reach area",,,
Reservoir storage,Information,54,
Reservoir volume,Information,,
Rhenium,"Inorganics, Minor, Metals",,7440-15-5
Rhodium,"Inorganics, Minor, Metals",,7440-16-6
Ronnel,"Organics, pesticide",,299-84-3
Rotenone,,,83-79-4
Rubidium,"Inorganics, Minor, Metals",,7440-17-7
Ruthenium,"Inorganics, Minor, Metals",,7440-18-8
Salbutamol,,,
Salinity,Physical,,
Samarium,"Inorganics, Minor, Metals",,7440-19-9
Sample flow volume,,,
Scandium,"Inorganics, Minor, Metals",,7440-20-2
Secbutabarbital,,,
sec-Butylbenzene,"Organics, other",,135-98-8
sec-butylbenzene,"Organics, other",,135-98-8
Seconal,,,
Sediment,Sediment,,
Selenium,"Inorganics, Minor, Non-metals",,7782-49-2
selenium,"Inorganics, Minor, Non-metals",,7782-49-2
Selenium-75,Radiochemical,7100,14265-71-5
Sertraline,,,
Seston,Biological,71100,
S-Ethyl dipropylthiocarbamate,"Organics, pesticide",,759-94-4
Settleable solids,Physical,,
Siduron,"Organics, pesticide",38548,1982-49-6
Sildenafil,"Organics, other",,139755-83-2
Silica,"Inorganics, Major, Non-metals",,7631-86-9
silica,"Inorganics, Major, Non-metals",,7631-86-9
Silicon,"Inorganics, Major, Non-metals",,7440-21-3
silicon,"Inorganics, Major, Non-metals",1140,7440-21-3
Silicon as SiO2,"Inorganics, Major, Non-metals",,
Silver,"Inorganics, Minor, Metals",,7440-22-4
silver,"Inorganics, Minor, Metals",,7440-22-4
Silvex,"Organics, pesticide",,93-72-1
Simazine,"Organics, pesticide",,122-34-9
simazine,"Organics, pesticide",,122-34-9
Simetone,"Organics, pesticide",82188,673-04-1
Simetryn,"Organics, pesticide",39054,1014-70-6
Simvastatin,"Organics, other",,79902-63-9
Sodium,"Inorganics, Major, Metals",,7440-23-5
sodium,"Inorganics, Major, Metals",91053,7440-23-5
Sodium adsorption ratio,"Inorganics, Major, Metals",931,
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],"Inorganics, Major, Metals",,
Sodium carbonate,Physical,71860,497-19-8
Sodium plus potassium,"Inorganics, Major, Metals",,
"Sodium, percent total cations","Inorganics, Major, Metals",932,
"Solar irradiation, local",Physical,30,
Sotalol,"Organics, other",,3930-20-9
specific conductance,Physical,,
Specific conductance,Physical,94,
Specific conductivity,Physical,,
Specific gravity,Physical,,
"Stigmast-5-en-3-ol, (3.beta.)-","Organics, other",62068,83-46-5
"Stigmastan-3-ol, (3.beta.)-","Organics, other",61948,19466-47-8
"Stream flow, instantaneous",Physical,61,
